🔞1118,#genre#
1,https://10j99.cdnedge.live/file/avple-images/hls/6256da62bd3519566877455d/playlist.m3u8
2,https://10j99.cdnedge.live/file/avple-images/hls/626a9b433d701068e96b4fdc/playlist.m3u8
3,https://10j99.cdnedge.live/file/avple-images/hls/626bcd9920859323fc450d66/playlist.m3u8
4,https://10j99.cdnedge.live/file/avple-images/hls/626fb78f3ddea14c11aa4ab0/playlist.m3u8
5,https://10j99.cdnedge.live/file/avple-images/hls/6270a7893ddea14c11aa4ab5/playlist.m3u8
6,https://10j99.cdnedge.live/file/avple-images/hls/627677203847697e5124b6da/playlist.m3u8
7,https://10j99.cdnedge.live/file/avple-images/hls/627a30d336b3e104a6145865/playlist.m3u8
8,https://10j99.cdnedge.live/file/avple-images/hls/627a40801a1d9a347dd98534/playlist.m3u8
9,https://10j99.cdnedge.live/file/avple-images/hls/627a595a1a1d9a347dd9853c/playlist.m3u8
10,https://10j99.cdnedge.live/file/avple-images/hls/627cde30afbf916250ff4d5a/playlist.m3u8
11,https://10j99.cdnedge.live/file/avple-images/hls/6280b1cefc27be165aeb81d3/playlist.m3u8
12,https://10j99.cdnedge.live/file/avple-images/hls/6280b245fc27be165aeb81d4/playlist.m3u8
13,https://10j99.cdnedge.live/file/avple-images/hls/6280bd0bfc27be165aeb81de/playlist.m3u8
14,https://10j99.cdnedge.live/file/avple-images/hls/6280da2fef039d5507989172/playlist.m3u8
15,https://10j99.cdnedge.live/file/avple-images/hls/6284dfb7c71b08247ee18e2c/playlist.m3u8
16,https://10j99.cdnedge.live/file/avple-images/hls/6284e030c71b08247ee18e2d/playlist.m3u8
17,https://10j99.cdnedge.live/file/avple-images/hls/6284ea06c71b08247ee18e3a/playlist.m3u8
18,https://10j99.cdnedge.live/file/avple-images/hls/6284ea43c71b08247ee18e3b/playlist.m3u8
19,https://10j99.cdnedge.live/file/avple-images/hls/628637caebf92063abd2f8af/playlist.m3u8
20,https://10j99.cdnedge.live/file/avple-images/hls/62863d69ebf92063abd2f8b0/playlist.m3u8
21,https://10j99.cdnedge.live/file/avple-images/hls/62879794d28d4f134ac69047/playlist.m3u8
22,https://10j99.cdnedge.live/file/avple-images/hls/628799b1d28d4f134ac6904c/playlist.m3u8
23,https://10j99.cdnedge.live/file/avple-images/hls/62879b91d28d4f134ac69052/playlist.m3u8
24,https://10j99.cdnedge.live/file/avple-images/hls/628a3b0aa1c1cd0b44683ef2/playlist.m3u8
25,https://10j99.cdnedge.live/file/avple-images/hls/628aaf87a1c1cd0b44683ef3/playlist.m3u8
26,https://10j99.cdnedge.live/file/avple-images/hls/628ab3fba1c1cd0b44683ef8/playlist.m3u8
27,https://10j99.cdnedge.live/file/avple-images/hls/628ab923a1c1cd0b44683f00/playlist.m3u8
28,https://10j99.cdnedge.live/file/avple-images/hls/628b5ed9478a7e4e23bce258/playlist.m3u8
29,https://10j99.cdnedge.live/file/avple-images/hls/628f69da531f007e5ba30af4/playlist.m3u8
30,https://10j99.cdnedge.live/file/avple-images/hls/628f7d10531f007e5ba30af5/playlist.m3u8

【麻豆映画5】,#genre#
0,https://10j99.cdnedge.live/file/avple-images/hls/628f8239531f007e5ba30afb/playlist.m3u8
1,https://10j99.cdnedge.live/file/avple-images/hls/628f8327531f007e5ba30afc/playlist.m3u8
2,https://10j99.cdnedge.live/file/avple-images/hls/629218cc777f8769be5fdfa1/playlist.m3u8
3,https://10j99.cdnedge.live/file/avple-images/hls/62924950777f8769be5fdfa9/playlist.m3u8
4,https://10j99.cdnedge.live/file/avple-images/hls/6294dcd9180f8c65c7d908a7/playlist.m3u8
5,https://10j99.cdnedge.live/file/avple-images/hls/62955c19180f8c65c7d908a9/playlist.m3u8
6,https://10j99.cdnedge.live/file/avple-images/hls/62957a56180f8c65c7d908b4/playlist.m3u8
7,https://10j99.cdnedge.live/file/avple-images/hls/62957b83180f8c65c7d908b6/playlist.m3u8
8,https://10j99.cdnedge.live/file/avple-images/hls/6295806f180f8c65c7d908bb/playlist.m3u8
9,https://10j99.cdnedge.live/file/avple-images/hls/62986a7523d5972db0bfc9a1/playlist.m3u8
10,https://10j99.cdnedge.live/file/avple-images/hls/62986d8123d5972db0bfc9a6/playlist.m3u8
11,https://10j99.cdnedge.live/file/avple-images/hls/6298bad914bfa15d01c0842d/playlist.m3u8
12,https://10j99.cdnedge.live/file/avple-images/hls/62a2a82856220431fa6b0d8d/playlist.m3u8
13,https://10j99.cdnedge.live/file/avple-images/hls/62aacddb21a7da2e6584bc83/playlist.m3u8
14,https://10j99.cdnedge.live/file/avple-images/hls/62ac64491ea6384bb6ca9f88/playlist.m3u8
15,https://10j99.cdnedge.live/file/avple-images/hls/62b1b45aeec8264ea0826f28/playlist.m3u8
16,https://10j99.cdnedge.live/file/avple-images/hls/62b1b6eceec8264ea0826f2c/playlist.m3u8
17,https://10j99.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b4f/playlist.m3u8
18,https://10j99.cdnedge.live/file/avple-images/hls/62bb0a7aea3d425e0a93b791/playlist.m3u8
19,https://10j99.cdnedge.live/file/avple-images/hls/62bbec72ea3d425e0a93b79c/playlist.m3u8
20,https://10j99.cdnedge.live/file/avple-images/hls/62bbefb8ea3d425e0a93b7a3/playlist.m3u8
21,https://10j99.cdnedge.live/file/avple-images/hls/62bbf06cea3d425e0a93b7a5/playlist.m3u8
22,https://10j99.cdnedge.live/file/avple-images/hls/62bbf378ea3d425e0a93b7a8/playlist.m3u8
23,https://10j99.cdnedge.live/file/avple-images/hls/62bd8879d0fa6a48496bbf5e/playlist.m3u8
24,https://10j99.cdnedge.live/file/avple-images/hls/62c44359366b240e3b67be35/playlist.m3u8
25,https://10j99.cdnedge.live/file/avple-images/hls/62c4444a366b240e3b67be37/playlist.m3u8
26,https://10j99.cdnedge.live/file/avple-images/hls/62c44575366b240e3b67be3a/playlist.m3u8
27,https://1xp60.cdnedge.ive/file/avple-images/hls/61628f7ec778383b6b882d05/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/6171a909f8003d17dfd1a738/playlist.m3u8
29,https://1xp60.cdnedge.live/file/avple-images/hls/6173098916713849c8fc4705/playlist.m3u8
30,https://1xp60.cdnedge.live/file/avple-images/hls/6184614dfddb3b0ce1f32681/playlist.m3u8

【麻豆映画6】,#genre#
0,https://1xp60.cdnedge.live/file/avple-images/hls/61846369fddb3b0ce1f32686/playlist.m3u8
1,https://1xp60.cdnedge.live/file/avple-images/hls/618626d126bdd144b598cbd8/playlist.m3u8
2,https://1xp60.cdnedge.live/file/avple-images/hls/618b9a8552fe307992e91593/playlist.m3u8
3,https://1xp60.cdnedge.live/file/avple-images/hls/618d1ae5608a75437203be00/playlist.m3u8
4,https://1xp60.cdnedge.live/file/avple-images/hls/6190b6913e002b78fa02b86a/playlist.m3u8
5,https://1xp60.cdnedge.live/file/avple-images/hls/6190bb413e002b78fa02b874/playlist.m3u8
6,https://1xp60.cdnedge.live/file/avple-images/hls/61924c8189e9d231c0a0b0e4/playlist.m3u8
7,https://1xp60.cdnedge.live/file/avple-images/hls/6193ba5e1ab2cd467ae53598/playlist.m3u8
8,https://1xp60.cdnedge.live/file/avple-images/hls/619e96fd364f6c1f6030fe59/playlist.m3u8
9,https://1xp60.cdnedge.live/file/avple-images/hls/61a0e86d3006a4603929a391/playlist.m3u8
10,https://1xp60.cdnedge.live/file/avple-images/hls/61a289d9c4f43c7ba5009c29/playlist.m3u8
11,https://1xp60.cdnedge.live/file/avple-images/hls/61a523f1a992bd3d5c3eb619/playlist.m3u8
12,https://1xp60.cdnedge.live/file/avple-images/hls/61b05131cb1e9c2565068be5/playlist.m3u8
13,https://1xp60.cdnedge.live/file/avple-images/hls/61b0529acb1e9c2565068be8/playlist.m3u8
14,https://1xp60.cdnedge.live/file/avple-images/hls/61b1a2751b15f6408e9320e6/playlist.m3u8
15,https://1xp60.cdnedge.live/file/avple-images/hls/61b46dc5f91a1b0eecb6e52f/playlist.m3u8
16,https://1xp60.cdnedge.live/file/avple-images/hls/61b817f997618e5cc644ad44/playlist.m3u8
17,https://1xp60.cdnedge.live/file/avple-images/hls/61b97d650d486a09e8730583/playlist.m3u8
18,https://1xp60.cdnedge.live/file/avple-images/hls/61c189518ac9db578c18b7f0/playlist.m3u8
19,https://1xp60.cdnedge.live/file/avple-images/hls/61c2cedd768c0b6e65877053/playlist.m3u8
20,https://1xp60.cdnedge.live/file/avple-images/hls/61c6a701668fd93b4250a31e/playlist.m3u8
21,https://1xp60.cdnedge.live/file/avple-images/hls/61c6b026668fd93b4250a32c/playlist.m3u8
22,https://1xp60.cdnedge.live/file/avple-images/hls/61d0c11a8ec5397ce0e2cde1/playlist.m3u8
23,https://1xp60.cdnedge.live/file/avple-images/hls/61d0c3ad8ec5397ce0e2cde7/playlist.m3u8
24,https://1xp60.cdnedge.live/file/avple-images/hls/61d62646f2772f49dcde1d51/playlist.m3u8
25,https://1xp60.cdnedge.live/file/avple-images/hls/61d8f735188cab78b243b40a/playlist.m3u8
26,https://1xp60.cdnedge.live/file/avple-images/hls/61de14e526bc6674a0936d22/playlist.m3u8
27,https://1xp60.cdnedge.live/file/avple-images/hls/61de152126bc6674a0936d23/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/61e24bf59e31551b4fa3beb0/playlist.m3u8
29,https://1xp60.cdnedge.live/file/avple-images/hls/61e53275dc7fbb10cb2c4ed9/playlist.m3u8
30,https://1xp60.cdnedge.live/file/avple-images/hls/61ecbc127580a3314beba2a3/playlist.m3u8


【麻豆映画7】,#genre#
0,https://1xp60.cdnedge.live/file/avple-images/hls/61ecbf5a7580a3314beba2ab/playlist.m3u8
1,https://1xp60.cdnedge.live/file/avple-images/hls/61f9a7929053272327957ad8/playlist.m3u8
2,https://1xp60.cdnedge.live/file/avple-images/hls/61fb884611eff304d6e13794/playlist.m3u8
3,https://1xp60.cdnedge.live/file/avple-images/hls/61fb8ada11eff304d6e1379b/playlist.m3u8
4,https://1xp60.cdnedge.live/file/avple-images/hls/61ff187899eb625f8e37e0ac/playlist.m3u8
5,https://1xp60.cdnedge.live/file/avple-images/hls/6209b42bf074eb1e0fe62718/playlist.m3u8
6,https://1xp60.cdnedge.live/file/avple-images/hls/6209b467f074eb1e0fe62719/playlist.m3u8
7,https://1xp60.cdnedge.live/file/avple-images/hls/6209b51af074eb1e0fe6271b/playlist.m3u8
8,https://1xp60.cdnedge.live/file/avple-images/hls/6209b63ac06a441e168f7d16/playlist.m3u8
9,https://1xp60.cdnedge.live/file/avple-images/hls/62104eb79d14d648884aa81a/playlist.m3u8
10,https://1xp60.cdnedge.live/file/avple-images/hls/6215ab72cef8321ac4bf999d/playlist.m3u8
11,https://1xp60.cdnedge.live/file/avple-images/hls/621731ea336b5d6ff709b379/playlist.m3u8
12,https://1xp60.cdnedge.live/file/avple-images/hls/62173262336b5d6ff709b37a/playlist.m3u8
13,https://1xp60.cdnedge.live/file/avple-images/hls/621e173a0b43873ee3783bee/playlist.m3u8
14,https://1xp60.cdnedge.live/file/avple-images/hls/621e18660b43873ee3783bf1/playlist.m3u8
15,https://1xp60.cdnedge.live/file/avple-images/hls/62230d8a1fdb77263ccb3863/playlist.m3u8
16,https://1xp60.cdnedge.live/file/avple-images/hls/622311861fdb77263ccb386d/playlist.m3u8
17,https://1xp60.cdnedge.live/file/avple-images/hls/62247332c6370a74fa39c716/playlist.m3u8
18,https://1xp60.cdnedge.live/file/avple-images/hls/62287aaeac9a2544846bbfab/playlist.m3u8
19,https://1xp60.cdnedge.live/file/avple-images/hls/622b5dab99043721e41f4765/playlist.m3u8
20,https://1xp60.cdnedge.live/file/avple-images/hls/622b661b99043721e41f4772/playlist.m3u8
21,https://1xp60.cdnedge.live/file/avple-images/hls/622d4a16e5f4997685910d1a/playlist.m3u8
22,https://1xp60.cdnedge.live/file/avple-images/hls/623239d98cc9324f4943612d/playlist.m3u8
23,https://1xp60.cdnedge.live/file/avple-images/hls/62323b7a8cc9324f49436132/playlist.m3u8
24,https://1xp60.cdnedge.live/file/avple-images/hls/6235062decafc64f34ef85ba/playlist.m3u8
25,https://1xp60.cdnedge.live/file/avple-images/hls/62350706ecafc64f34ef85bd/playlist.m3u8
26,https://1xp60.cdnedge.live/file/avple-images/hls/6236aff21222e41c629a9327/playlist.m3u8
27,https://1xp60.cdnedge.live/file/avple-images/hls/623925f3a14fb341a31f13db/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/6241c035d6283a39fd9e3c25/playlist.m3u8
29,https://1xp60.cdnedge.live/file/avple-images/hls/6242c20a81f80f77774148ce/playlist.m3u8
30,https://1xp60.cdnedge.live/file/avple-images/hls/6242c6881226727c1d866b6a/playlist.m3u8

【麻豆映画8】,#genre#
0,https://1xp60.cdnedge.live/file/avple-images/hls/6242c68b1226727c1d866b6c/playlist.m3u8
1,https://1xp60.cdnedge.live/file/avple-images/hls/62458f4f9b1b3e33192a301e/playlist.m3u8
2,https://1xp60.cdnedge.live/file/avple-images/hls/62492509ddaa1830ff7bacb5/playlist.m3u8
3,https://1xp60.cdnedge.live/file/avple-images/hls/6249250addaa1830ff7bacba/playlist.m3u8
4,https://1xp60.cdnedge.live/file/avple-images/hls/62493da7cb995938b9053404/playlist.m3u8
5,https://1xp60.cdnedge.live/file/avple-images/hls/62494437cb995938b9053409/playlist.m3u8
6,https://1xp60.cdnedge.live/file/avple-images/hls/624bef7e528c292827c459d8/playlist.m3u8
7,https://1xp60.cdnedge.live/file/avple-images/hls/624eea616d742407ed435443/playlist.m3u8
8,https://1xp60.cdnedge.live/file/avple-images/hls/6250336ef06f665330ec2bda/playlist.m3u8
9,https://1xp60.cdnedge.live/file/avple-images/hls/6251973db9fdae53fd999577/playlist.m3u8
10,https://1xp60.cdnedge.live/file/avple-images/hls/6251a556b9fdae53fd99957a/playlist.m3u8
11,https://1xp60.cdnedge.live/file/avple-images/hls/626fb3ce3ddea14c11aa4aab/playlist.m3u8
12,https://1xp60.cdnedge.live/file/avple-images/hls/627229924deadc023a8a0990/playlist.m3u8
13,https://1xp60.cdnedge.live/file/avple-images/hls/62722b724deadc023a8a0994/playlist.m3u8
14,https://1xp60.cdnedge.live/file/avple-images/hls/627233694deadc023a8a0996/playlist.m3u8
15,https://1xp60.cdnedge.live/file/avple-images/hls/62764bc63847697e5124b6d4/playlist.m3u8
16,https://1xp60.cdnedge.live/file/avple-images/hls/62764bc73847697e5124b6d5/playlist.m3u8
17,https://1xp60.cdnedge.live/file/avple-images/hls/62792cb6e836607ba1f77b1d/playlist.m3u8
18,https://1xp60.cdnedge.live/file/avple-images/hls/627a582c1a1d9a347dd9853b/playlist.m3u8
19,https://1xp60.cdnedge.live/file/avple-images/hls/627a5a841a1d9a347dd9853f/playlist.m3u8
20,https://1xp60.cdnedge.live/file/avple-images/hls/6280b3effc27be165aeb81d6/playlist.m3u8
21,https://1xp60.cdnedge.live/file/avple-images/hls/6280b4d7fc27be165aeb81d7/playlist.m3u8
22,https://1xp60.cdnedge.live/file/avple-images/hls/6280bd84fc27be165aeb81df/playlist.m3u8
23,https://1xp60.cdnedge.live/file/avple-images/hls/6284e210c71b08247ee18e2e/playlist.m3u8
24,https://1xp60.cdnedge.live/file/avple-images/hls/6284e301c71b08247ee18e30/playlist.m3u8
25,https://1xp60.cdnedge.live/file/avple-images/hls/6284e4a4c71b08247ee18e33/playlist.m3u8
26,https://1xp60.cdnedge.live/file/avple-images/hls/6284e7b1c71b08247ee18e38/playlist.m3u8
27,https://1xp60.cdnedge.live/file/avple-images/hls/628798c2d28d4f134ac6904a/playlist.m3u8
28,https://1xp60.cdnedge.live/file/avple-images/hls/62879937d28d4f134ac6904b/playlist.m3u8
29,https://1xp60.cdnedge.live/file/avple-images/hls/62879b91d28d4f134ac69052/playlist.m3u8
30,https://1xp60.cdnedge.live/file/avple-images/hls/6289a97bb982a351108bf732/playlist.m3u8

【麻豆映画9】,#genre#
0,https://1xp60.cdnedge.live/file/avple-images/hls/628ab12ba1c1cd0b44683ef5/playlist.m3u8
1,https://1xp60.cdnedge.live/file/avple-images/hls/628cc4f6de01360ccb2f8e9a/playlist.m3u8
2,https://1xp60.cdnedge.live/file/avple-images/hls/628cc69cde01360ccb2f8e9e/playlist.m3u8
3,https://1xp60.cdnedge.live/file/avple-images/hls/628f7ef3531f007e5ba30af6/playlist.m3u8
4,https://1xp60.cdnedge.live/file/avple-images/hls/628f85bd531f007e5ba30b01/playlist.m3u8
5,https://1xp60.cdnedge.live/file/avple-images/hls/6292485f777f8769be5fdfa8/playlist.m3u8
6,https://1xp60.cdnedge.live/file/avple-images/hls/629574f2180f8c65c7d908ab/playlist.m3u8
7,https://1xp60.cdnedge.live/file/avple-images/hls/6295f5667ef42454a69c76d4/playlist.m3u8
8,https://1xp60.cdnedge.live/file/avple-images/hls/6298690b23d5972db0bfc99f/playlist.m3u8
9,https://1xp60.cdnedge.live/file/avple-images/hls/62a2a55956220431fa6b0d87/playlist.m3u8
10,https://1xp60.cdnedge.live/file/avple-images/hls/62a2a64a56220431fa6b0d89/playlist.m3u8
11,https://1xp60.cdnedge.live/file/avple-images/hls/62a5a70894b044303b9622d4/playlist.m3u8
12,https://1xp60.cdnedge.live/file/avple-images/hls/62aacb0c21a7da2e6584bc80/playlist.m3u8
13,https://1xp60.cdnedge.live/file/avple-images/hls/62aece15c556631aff1378ee/playlist.m3u8
14,https://1xp60.cdnedge.live/file/avple-images/hls/62b1b586eec8264ea0826f2a/playlist.m3u8
15,https://1xp60.cdnedge.live/file/avple-images/hls/62b4346cea01b50f6781dc5f/playlist.m3u8
16,https://1xp60.cdnedge.live/file/avple-images/hls/62b64e19fcc60515a0303de6/playlist.m3u8
17,https://1xp60.cdnedge.live/file/avple-images/hls/62b9b6b74cd7211d4f02180c/playlist.m3u8
18,https://1xp60.cdnedge.live/file/avple-images/hls/62b9d010cf31541a6d4d7b51/playlist.m3u8
19,https://1xp60.cdnedge.live/file/avple-images/hls/62bbe9dfea3d425e0a93b798/playlist.m3u8
20,https://1xp60.cdnedge.live/file/avple-images/hls/62bbf4a3ea3d425e0a93b7aa/playlist.m3u8
21,https://1xp60.cdnedge.live/file/avple-images/hls/62bd8531d0fa6a48496bbf5a/playlist.m3u8
22,https://1xp60.cdnedge.live/file/avple-images/hls/62bd878ad0fa6a48496bbf5c/playlist.m3u8
23,https://47b61.cdnedge.live/file/avple-images/hls/606eedf13d938869f8b4803e/playlist.m3u8
24,https://47b61.cdnedge.live/file/avple-images/hls/6070548990160a18a06bac73/playlist.m3u8
25,https://47b61.cdnedge.live/file/avple-images/hls/60705b9190160a18a06bac75/playlist.m3u8
26,https://47b61.cdnedge.live/file/avple-images/hls/6072a580c029b66341324a8a/playlist.m3u8
27,https://47b61.cdnedge.live/file/avple-images/hls/607b849893ee26394068f3a4/playlist.m3u8
28,https://47b61.cdnedge.live/file/avple-images/hls/608150318cac6978b840e8e2/playlist.m3u8
29,https://47b61.cdnedge.live/file/avple-images/hls/608188708cac6978b840e8e3/playlist.m3u8
30,https://47b61.cdnedge.live/file/avple-images/hls/6082a660e00778504ee22c42/playlist.m3u8

【麻豆映画10】,#genre#
0,https://47b61.cdnedge.live/file/avple-images/hls/6083ee803b4c791bec2312a9/playlist.m3u8
1,https://47b61.cdnedge.live/file/avple-images/hls/608afb30d7fc804f2b42417a/playlist.m3u8
2,https://47b61.cdnedge.live/file/avple-images/hls/608e46f341c89c0d103057e8/playlist.m3u8
3,https://47b61.cdnedge.live/file/avple-images/hls/608f804ee460e77face48d70/playlist.m3u8
4,https://47b61.cdnedge.live/file/avple-images/hls/6093b2e9caa9c843e1f9864f/playlist.m3u8
5,https://47b61.cdnedge.live/file/avple-images/hls/6094dc19304e7c426071daa2/playlist.m3u8
6,https://47b61.cdnedge.live/file/avple-images/hls/6095541abc2f671bb38f04a4/playlist.m3u8
7,https://47b61.cdnedge.live/file/avple-images/hls/609ce87dee36da5bb9b5e4bd/playlist.m3u8
8,https://47b61.cdnedge.live/file/avple-images/hls/60a2cbbd0865490a3d467a07/playlist.m3u8
9,https://47b61.cdnedge.live/file/avple-images/hls/60a2cbbf0865490a3d467a09/playlist.m3u8
10,https://47b61.cdnedge.live/file/avple-images/hls/60a35bee563d29258e8ffdcc/playlist.m3u8
11,https://47b61.cdnedge.live/file/avple-images/hls/60a51d71e14ac8644b10c55c/playlist.m3u8
12,https://47b61.cdnedge.live/file/avple-images/hls/60a60489e14ac8644b10c574/playlist.m3u8
13,https://47b61.cdnedge.live/file/avple-images/hls/60a7b9e1a1402d273404d4dc/playlist.m3u8
14,https://47b61.cdnedge.live/file/avple-images/hls/60a7ba59a1402d273404d4dd/playlist.m3u8
15,https://47b61.cdnedge.live/file/avple-images/hls/60a97bd4a66747642ac6ec79/playlist.m3u8
16,https://47b61.cdnedge.live/file/avple-images/hls/60ac1b213ed22a7758c5d22e/playlist.m3u8
17,https://47b61.cdnedge.live/file/avple-images/hls/60ad187ec94500628692a9ad/playlist.m3u8
18,https://47b61.cdnedge.live/file/avple-images/hls/60afb8e9f28fb17e7fa63a27/playlist.m3u8
19,https://47b61.cdnedge.live/file/avple-images/hls/60b2bb4d1eca2e140e90d897/playlist.m3u8
20,https://47b61.cdnedge.live/file/avple-images/hls/60b32e9d1eca2e140e90d8a9/playlist.m3u8
21,https://47b61.cdnedge.live/file/avple-images/hls/60b71df6331213528e28e02e/playlist.m3u8
22,https://47b61.cdnedge.live/file/avple-images/hls/60bdca8dd200710514482334/playlist.m3u8
23,https://47b61.cdnedge.live/file/avple-images/hls/60c056591ada6b26dd8e77fb/playlist.m3u8
24,https://47b61.cdnedge.live/file/avple-images/hls/60c8cf433390952ea99c2c36/playlist.m3u8
25,https://47b61.cdnedge.live/file/avple-images/hls/60caf20d04790b6f2f50799f/playlist.m3u8
26,https://47b61.cdnedge.live/file/avple-images/hls/60cef7e5a00dd64c728c99ae/playlist.m3u8
27,https://47b61.cdnedge.live/file/avple-images/hls/60cefa3da00dd64c728c99b0/playlist.m3u8
28,https://47b61.cdnedge.live/file/avple-images/hls/60d2009d9da678269738d258/playlist.m3u8
29,https://47b61.cdnedge.live/file/avple-images/hls/60d6131d8ee6215db1a31d37/playlist.m3u8
30,https://47b61.cdnedge.live/file/avple-images/hls/60d73582cbc532129465e285/playlist.m3u8


【麻豆映画11】,#genre#
0,https://47b61.cdnedge.live/file/avple-images/hls/60dec5e941b32117d66a0b95/playlist.m3u8
1,https://47b61.cdnedge.live/file/avple-images/hls/60df0ff9e982005101367fcb/playlist.m3u8
2,https://47b61.cdnedge.live/file/avple-images/hls/60e440690fcb11183bc80a17/playlist.m3u8
3,https://47b61.cdnedge.live/file/avple-images/hls/60e630591cefd85c8cb9e38a/playlist.m3u8
4,https://47b61.cdnedge.live/file/avple-images/hls/60e6f101295d6915521367be/playlist.m3u8
5,https://47b61.cdnedge.live/file/avple-images/hls/60e94c85040dcf528937da80/playlist.m3u8
6,https://47b61.cdnedge.live/file/avple-images/hls/60f1655f6c52ab4d84b6d15f/playlist.m3u8
7,https://47b61.cdnedge.live/file/avple-images/hls/60f165ce6c52ab4d84b6d160/playlist.m3u8
8,https://47b61.cdnedge.live/file/avple-images/hls/60f9478a3a83366a1cc4bea7/playlist.m3u8
9,https://47b61.cdnedge.live/file/avple-images/hls/60f9aa363a83366a1cc4bea9/playlist.m3u8
10,https://47b61.cdnedge.live/file/avple-images/hls/60faa31d9b30333e9899b7ea/playlist.m3u8
11,https://47b61.cdnedge.live/file/avple-images/hls/60faefc29b30333e9899b7f6/playlist.m3u8
12,https://47b61.cdnedge.live/file/avple-images/hls/60fe7bf68e44352980df95ec/playlist.m3u8
13,https://47b61.cdnedge.live/file/avple-images/hls/6104439dc778956038fdd099/playlist.m3u8
14,https://47b61.cdnedge.live/file/avple-images/hls/61048b0dc778956038fdd09a/playlist.m3u8
15,https://47b61.cdnedge.live/file/avple-images/hls/610a696567e1cd7424668636/playlist.m3u8
16,https://47b61.cdnedge.live/file/avple-images/hls/610ae7f567e1cd7424668638/playlist.m3u8
17,https://47b61.cdnedge.live/file/avple-images/hls/611066adec861065e5d9a644/playlist.m3u8
18,https://47b61.cdnedge.live/file/avple-images/hls/611271190a894b6aa570b3d0/playlist.m3u8
19,https://47b61.cdnedge.live/file/avple-images/hls/6115ec6d7633411363f3e938/playlist.m3u8
20,https://47b61.cdnedge.live/file/avple-images/hls/6116f6717dc0bd6385362f54/playlist.m3u8
21,https://47b61.cdnedge.live/file/avple-images/hls/611a2d915821847403ed2e04/playlist.m3u8
22,https://47b61.cdnedge.live/file/avple-images/hls/611cf12529c2f5753b2494e9/playlist.m3u8
23,https://47b61.cdnedge.live/file/avple-images/hls/61225e49fd4e504c5a12afcc/playlist.m3u8
24,https://47b61.cdnedge.live/file/avple-images/hls/61232905fd4e504c5a12afcd/playlist.m3u8
25,https://47b61.cdnedge.live/file/avple-images/hls/61239151ab291c1c98ec95eb/playlist.m3u8
26,https://47b61.cdnedge.live/file/avple-images/hls/612dce555e09c13c8be19702/playlist.m3u8
27,https://47b61.cdnedge.live/file/avple-images/hls/6130cc093c01ab5b376b5469/playlist.m3u8
28,https://47b61.cdnedge.live/file/avple-images/hls/61323661df22bb1346cfbdfa/playlist.m3u8
29,https://47b61.cdnedge.live/file/avple-images/hls/6134691dab335a56e3948250/playlist.m3u8
30,https://47b61.cdnedge.live/file/avple-images/hls/613b73ed43083352c84898e3/playlist.m3u8


【麻豆映画12】,#genre#
0,https://47b61.cdnedge.live/file/avple-images/hls/613b9b1143083352c84898e4/playlist.m3u8
1,https://47b61.cdnedge.live/file/avple-images/hls/613b9b4d43083352c84898e5/playlist.m3u8
2,https://47b61.cdnedge.live/file/avple-images/hls/613cd46dcbbf650a74d2f3e9/playlist.m3u8
3,https://47b61.cdnedge.live/file/avple-images/hls/61410e899e64c05ed6d60c7d/playlist.m3u8
4,https://47b61.cdnedge.live/file/avple-images/hls/6143a865df087a6d90ea5ca5/playlist.m3u8
5,https://47b61.cdnedge.live/file/avple-images/hls/614d15c1246f4b08f7e8fcc1/playlist.m3u8
6,https://47b61.cdnedge.live/file/avple-images/hls/61512ad5f81f3e3dad52310b/playlist.m3u8
7,https://47b61.cdnedge.live/file/avple-images/hls/6151e1e1879b367cfc768631/playlist.m3u8
8,https://47b61.cdnedge.live/file/avple-images/hls/6154761e3c35580e9946ea46/playlist.m3u8
9,https://47b61.cdnedge.live/file/avple-images/hls/615661d50936024ada66722f/playlist.m3u8
10,https://47b61.cdnedge.live/file/avple-images/hls/615741e59dda0e2db22a7f12/playlist.m3u8
11,https://47b61.cdnedge.live/file/avple-images/hls/6157425d9dda0e2db22a7f13/playlist.m3u8
12,https://47b61.cdnedge.live/file/avple-images/hls/6157443e9dda0e2db22a7f17/playlist.m3u8
13,https://47b61.cdnedge.live/file/avple-images/hls/615b13b662da73610588de50/playlist.m3u8
14,https://47b61.cdnedge.live/file/avple-images/hls/615b142d62da73610588de51/playlist.m3u8
15,https://47b61.cdnedge.live/file/avple-images/hls/615c9c495753920a08945922/playlist.m3u8
16,https://47b61.cdnedge.live/file/avple-images/hls/615c9cc15753920a08945923/playlist.m3u8
17,https://47b61.cdnedge.live/file/avple-images/hls/615c9e295753920a08945926/playlist.m3u8
18,https://47b61.cdnedge.live/file/avple-images/hls/615db90d6c85aa6afbe1e5fb/playlist.m3u8
19,https://47b61.cdnedge.live/file/avple-images/hls/61630e49114a6a29b065cde9/playlist.m3u8
20,https://47b61.cdnedge.live/file/avple-images/hls/61630f75114a6a29b065cdeb/playlist.m3u8
21,https://47b61.cdnedge.live/file/avple-images/hls/6167160151121708a790a1b6/playlist.m3u8
